vehicle_id,latitude,longitude,route_id,trip_id,direction_id,stop_sequence,occupancy_status,bearing_degrees,speed_mps,observed_at
demo-vehicle-04,42.356862,-71.104987,1,synthetic-trip-08,1,10,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:55:30+00:00
demo-vehicle-04,42.355058,-71.103575,1,synthetic-trip-08,1,11,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:57:00+00:00
demo-vehicle-04,42.353254,-71.102162,1,synthetic-trip-08,1,12,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:58:30+00:00
demo-vehicle-04,42.35145,-71.10075,1,synthetic-trip-08,1,13,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:00:00+00:00
demo-vehicle-04,42.349646,-71.099338,1,synthetic-trip-08,1,14,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:01:30+00:00
demo-vehicle-04,42.347842,-71.097925,1,synthetic-trip-08,1,15,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:03:00+00:00
demo-vehicle-04,42.346038,-71.096513,1,synthetic-trip-08,1,16,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:04:30+00:00
demo-vehicle-04,42.344233,-71.0951,1,synthetic-trip-08,1,17,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:06:00+00:00
demo-vehicle-04,42.342429,-71.093688,1,synthetic-trip-08,1,18,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:07:30+00:00
demo-vehicle-04,42.340625,-71.092275,1,synthetic-trip-08,1,19,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:09:00+00:00
demo-vehicle-04,42.338821,-71.090863,1,synthetic-trip-08,1,20,FEW_SEATS_AVAILABLE,135.0,6.05,2026-01-01T15:10:30+00:00
